Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Type,Marital_Status,Dependents,Has_Credit_Card,Previous_Default,Loan_Default
469599,29,30634,657,10509,48,Salaried,Divorced,2,Yes,No,0
760960,29,24798,827,42842,36,Unemployed,Single,0,No,No,1
850020,60,42420,365,18900,36,Salaried,Single,1,No,Yes,1
979611,37,137043,674,19523,12,Self-Employed,Divorced,3,No,Yes,0
271836,21,140575,461,6881,60,Unemployed,Married,3,Yes,No,1
829903,45,147158,679,38037,60,Unemployed,Married,0,Yes,Yes,1
145714,63,49300,657,6630,12,Unemployed,Married,4,No,No,1
727234,60,109881,487,25789,60,Self-Employed,Single,3,Yes,Yes,1
996048,62,30749,621,27523,24,Salaried,Married,2,Yes,No,0
730271,45,124131,749,22958,60,Self-Employed,Married,3,Yes,No,0
566960,59,45121,773,48852,60,Self-Employed,Divorced,1,Yes,Yes,0
811851,55,148563,312,6695,12,Unemployed,Married,3,No,Yes,1
224123,23,57487,483,19821,48,Salaried,Divorced,4,Yes,Yes,1
405628,57,113947,410,8262,60,Self-Employed,Married,3,No,Yes,1
182989,64,53361,807,6445,60,Unemployed,Single,0,No,No,1
398356,64,41223,589,21436,48,Self-Employed,Married,3,Yes,Yes,1
929957,50,92930,594,14949,12,Self-Employed,Married,4,No,No,0
278274,58,34056,750,28963,48,Unemployed,Divorced,0,No,Yes,1
787995,54,48380,514,34932,12,Unemployed,Divorced,2,Yes,No,1
425352,32,46035,326,11901,24,Salaried,Divorced,0,No,Yes,1
920260,39,50620,530,38487,12,Self-Employed,Married,1,No,Yes,1
511927,57,39877,620,13597,24,Unemployed,Married,0,No,No,0
889852,64,145481,532,11855,24,Unemployed,Single,2,No,Yes,1
983184,37,75316,736,23678,12,Salaried,Married,3,No,Yes,0
231373,30,84041,832,13263,36,Salaried,Single,0,No,Yes,0
538452,32,128940,702,30805,12,Unemployed,Divorced,0,No,Yes,1
215294,36,137360,352,31143,60,Salaried,Divorced,0,No,Yes,1
559451,44,73352,612,16874,60,Unemployed,Divorced,0,Yes,No,0
748307,39,50911,580,32529,36,Self-Employed,Single,2,Yes,Yes,1
165726,28,52784,330,25866,24,Salaried,Married,4,Yes,No,0
241564,51,23191,636,19079,36,Self-Employed,Divorced,4,No,Yes,0
477812,41,53160,482,12243,60,Self-Employed,Married,0,No,Yes,1
368246,37,110536,322,34872,36,Self-Employed,Married,2,No,No,0
805696,43,124576,843,14018,12,Unemployed,Divorced,2,Yes,No,1
218015,57,84641,745,17100,36,Self-Employed,Single,0,Yes,No,0
840674,36,69723,373,24800,24,Self-Employed,Married,1,Yes,No,0
354079,26,23631,309,31910,12,Self-Employed,Divorced,0,No,No,1
650929,28,26172,783,34437,48,Unemployed,Married,1,Yes,Yes,1
789944,45,62080,755,42588,60,Self-Employed,Married,0,Yes,No,0
788105,38,109097,459,16001,60,Self-Employed,Married,1,No,No,0
613758,45,110353,313,24942,36,Salaried,Married,1,Yes,Yes,1
465890,32,40281,477,25862,12,Unemployed,Married,0,No,Yes,1
545101,35,48671,711,16669,48,Self-Employed,Single,1,Yes,No,0
136631,46,142811,352,20916,12,Salaried,Single,3,No,No,0
866577,61,71431,707,15878,60,Unemployed,Divorced,4,No,No,0
172991,46,110900,321,7985,12,Unemployed,Single,2,No,Yes,1
104014,52,142139,329,37369,48,Unemployed,Single,1,No,No,1
373237,30,127210,559,13112,36,Unemployed,Single,1,No,Yes,1
118070,36,147734,504,46235,24,Unemployed,Married,2,Yes,Yes,1
922209,27,112961,358,23931,12,Unemployed,Married,1,No,Yes,1
156958,37,135463,770,32340,24,Self-Employed,Divorced,2,No,Yes,0
182074,43,48602,765,5336,60,Self-Employed,Divorced,0,No,No,0
635017,46,108789,311,47933,36,Self-Employed,Divorced,3,No,Yes,1
855073,41,71399,589,24363,36,Self-Employed,Married,3,Yes,Yes,1
276089,42,43472,653,8968,12,Salaried,Single,4,No,No,0
297392,27,69230,374,38678,36,Self-Employed,Single,1,Yes,Yes,1
258823,34,93616,740,21279,12,Unemployed,Married,4,No,No,1
730152,35,27099,540,8129,12,Self-Employed,Divorced,0,No,Yes,1
493002,27,138614,453,43215,24,Self-Employed,Divorced,3,Yes,No,1
833429,29,45431,395,43897,36,Unemployed,Divorced,0,Yes,Yes,1
598863,28,76492,593,10850,12,Self-Employed,Married,0,Yes,Yes,1
467654,43,116722,508,25588,24,Self-Employed,Divorced,1,No,No,0
679036,49,67684,642,45214,48,Self-Employed,Divorced,0,Yes,Yes,0
630089,38,50111,387,16949,24,Salaried,Married,3,No,Yes,1
250262,51,125387,689,13519,24,Self-Employed,Single,4,Yes,No,0
542905,50,83936,624,31375,12,Unemployed,Married,3,Yes,Yes,1
335362,59,42614,456,38082,60,Unemployed,Married,1,No,Yes,1
544209,55,112260,436,16737,60,Self-Employed,Married,3,Yes,No,1
653880,38,61991,727,6134,60,Self-Employed,Married,2,Yes,No,0
897079,62,90476,751,15938,24,Self-Employed,Single,4,No,No,0
764076,59,137959,440,29486,12,Unemployed,Divorced,2,No,No,1
319963,37,80920,382,31096,36,Unemployed,Married,2,No,No,1
580761,34,114294,476,46115,24,Salaried,Single,1,Yes,Yes,1
348710,51,83530,497,10592,24,Salaried,Divorced,0,Yes,No,0
320984,44,56224,720,23108,12,Salaried,Divorced,2,Yes,Yes,0
997059,55,27788,700,22270,48,Unemployed,Divorced,3,Yes,No,1
956748,64,48082,770,32649,24,Salaried,Married,0,Yes,Yes,0
882355,54,143287,517,15997,48,Self-Employed,Married,3,No,Yes,1
364512,23,109570,474,38489,48,Self-Employed,Divorced,3,Yes,No,0
701863,57,121015,322,14104,60,Unemployed,Divorced,0,No,Yes,1
368799,63,96816,534,5870,12,Salaried,Divorced,0,Yes,Yes,1
337549,60,103588,312,33684,48,Self-Employed,Divorced,3,No,No,0
694319,46,36531,400,44519,12,Unemployed,Divorced,1,Yes,No,1
584299,43,108340,835,39524,60,Salaried,Divorced,4,Yes,No,0
712210,64,114439,822,35957,12,Self-Employed,Single,4,No,No,0
548982,59,64857,751,38885,24,Salaried,Divorced,1,Yes,Yes,0
224046,35,30142,730,49369,48,Unemployed,Married,0,No,Yes,1
506619,24,135053,832,40596,12,Salaried,Married,3,Yes,Yes,1
132097,49,68355,592,34866,36,Unemployed,Married,4,Yes,Yes,1
766326,42,29866,400,35676,12,Salaried,Divorced,3,No,Yes,1
749150,45,90067,801,18878,48,Self-Employed,Married,1,Yes,Yes,0
330229,33,130990,603,44760,60,Unemployed,Single,3,No,No,1
218834,38,123634,839,32559,60,Unemployed,Divorced,1,Yes,Yes,1
193848,53,123814,654,11771,48,Unemployed,Married,0,Yes,Yes,1
152921,36,145426,602,21526,24,Salaried,Single,1,Yes,Yes,1
805086,62,84027,795,34896,24,Salaried,Single,1,Yes,No,0
750429,64,77906,526,36923,60,Self-Employed,Married,4,Yes,No,0
805660,22,48138,535,41203,60,Unemployed,Single,3,Yes,No,1
384821,55,112601,754,44390,48,Unemployed,Married,4,Yes,No,0
155609,62,49956,312,17852,24,Salaried,Single,2,No,Yes,1
327897,54,127268,509,48391,60,Salaried,Divorced,1,Yes,Yes,1
131024,50,124797,696,6848,24,Self-Employed,Divorced,2,Yes,Yes,0
170313,33,144917,399,36027,60,Self-Employed,Divorced,4,Yes,No,0
489957,33,146303,330,40464,12,Salaried,Divorced,3,No,Yes,1
284078,38,96295,827,39485,36,Unemployed,Divorced,4,No,Yes,1
457429,52,25439,628,24456,12,Self-Employed,Married,3,Yes,Yes,1
561243,52,67241,465,14259,60,Salaried,Divorced,3,Yes,No,0
213632,55,62533,758,40554,36,Salaried,Divorced,0,Yes,No,0
351451,59,48270,399,18409,36,Unemployed,Divorced,1,No,No,1
103051,49,98815,472,8791,60,Salaried,Divorced,4,Yes,Yes,1
804107,49,59279,461,30864,60,Salaried,Single,3,No,Yes,1
476836,64,129787,562,41639,24,Self-Employed,Divorced,4,Yes,Yes,1
711523,36,43888,573,39574,60,Salaried,Divorced,4,No,Yes,1
821772,64,37630,302,22888,48,Salaried,Married,3,No,No,1
289407,30,81063,327,24692,60,Self-Employed,Single,2,Yes,Yes,1
549395,50,138527,625,28501,48,Unemployed,Married,1,Yes,No,0
562894,45,143239,448,18304,60,Unemployed,Divorced,1,Yes,Yes,1
311810,59,147896,839,32527,24,Self-Employed,Married,0,Yes,No,0
827975,40,55144,787,23074,48,Self-Employed,Married,0,Yes,Yes,0
173523,25,72161,737,20549,12,Unemployed,Divorced,0,Yes,Yes,1
860463,21,116718,364,34963,48,Unemployed,Single,1,Yes,No,1
194476,50,145873,655,30920,24,Unemployed,Single,2,No,No,0
333841,23,111074,832,35826,48,Unemployed,Married,1,Yes,Yes,1
903451,34,97360,551,41071,60,Unemployed,Divorced,1,Yes,Yes,1
970045,50,70979,534,21061,60,Self-Employed,Married,1,No,Yes,1
322866,24,117661,526,33810,24,Salaried,Married,1,Yes,No,0
186672,38,26979,824,27800,36,Unemployed,Married,2,Yes,Yes,1
698135,57,46189,612,48423,60,Unemployed,Divorced,0,Yes,No,0
444894,45,62600,348,46692,12,Salaried,Divorced,4,Yes,Yes,1
834994,21,79560,417,14940,24,Salaried,Single,0,No,Yes,1
128251,35,98040,353,8924,48,Salaried,Divorced,0,No,Yes,1
727769,29,143257,343,33054,48,Salaried,Married,4,Yes,Yes,1
474710,35,81558,352,14783,12,Salaried,Married,1,Yes,No,0
650233,44,106205,824,42253,60,Salaried,Single,2,No,No,0
977284,24,26910,401,18233,24,Self-Employed,Divorced,2,Yes,Yes,1
132217,32,77713,697,29484,12,Salaried,Married,0,No,Yes,0
108308,57,66857,437,30068,60,Salaried,Single,4,No,Yes,1
368093,57,54964,686,5191,24,Self-Employed,Single,3,No,No,0
283062,63,105667,410,30074,48,Salaried,Married,1,Yes,Yes,1
494366,26,45227,316,9917,24,Unemployed,Married,0,Yes,No,1
844840,59,25978,481,43599,36,Unemployed,Divorced,2,Yes,No,1
200235,44,107527,835,30832,24,Salaried,Single,4,No,No,0
174740,31,37153,840,47928,36,Self-Employed,Married,4,Yes,No,1
478496,33,79765,470,25706,24,Unemployed,Single,0,Yes,Yes,1
953049,54,119084,708,18682,36,Self-Employed,Divorced,3,No,Yes,0
850201,45,128212,677,31762,48,Unemployed,Married,2,Yes,No,0
903328,27,59071,487,28383,60,Salaried,Divorced,0,Yes,Yes,1
277247,24,132990,529,32796,36,Self-Employed,Single,3,Yes,Yes,1
763165,28,89519,418,28666,36,Self-Employed,Divorced,4,No,Yes,1
629525,40,29503,455,30662,48,Self-Employed,Divorced,1,Yes,No,1
120056,49,80703,764,39642,36,Unemployed,Single,2,No,Yes,1
276615,30,84379,403,46830,12,Unemployed,Divorced,2,No,Yes,1
287628,63,115457,801,42531,48,Unemployed,Single,3,No,Yes,1
738836,54,77866,474,15234,12,Salaried,Married,0,Yes,Yes,1
473632,46,36905,720,14221,48,Unemployed,Single,4,Yes,Yes,1
234415,61,65838,433,16410,36,Salaried,Single,3,Yes,Yes,1
506716,23,145200,690,19519,12,Self-Employed,Married,1,No,Yes,1
546438,26,78279,800,6051,36,Self-Employed,Single,1,No,Yes,0
653663,25,109489,332,49993,48,Salaried,Married,1,Yes,Yes,1
765022,25,46806,354,14765,36,Unemployed,Married,3,No,Yes,1
641252,43,65000,818,16382,12,Salaried,Single,4,Yes,No,0
737717,29,42168,311,17580,12,Self-Employed,Divorced,2,Yes,Yes,1
352764,55,90119,827,37323,36,Self-Employed,Divorced,0,Yes,No,0
814998,40,58714,672,49757,24,Salaried,Married,2,Yes,Yes,0
566882,62,74093,783,16939,48,Unemployed,Divorced,4,Yes,No,0
840427,55,75419,527,34964,48,Unemployed,Divorced,2,Yes,No,1
612153,38,69145,606,5307,36,Salaried,Single,3,Yes,Yes,0
167215,37,125432,756,8359,24,Salaried,Married,1,No,No,0
955474,44,97425,459,34648,12,Unemployed,Married,4,Yes,No,1
244356,23,112949,630,40944,60,Self-Employed,Single,4,No,No,0
303861,52,97811,524,39019,60,Salaried,Divorced,2,No,Yes,1
455612,55,22461,803,43134,36,Unemployed,Married,3,Yes,No,1
554605,58,34291,755,32323,24,Unemployed,Divorced,2,No,No,1
109435,33,66804,344,11226,24,Self-Employed,Married,2,No,Yes,1
547556,45,96971,513,26689,48,Self-Employed,Married,4,No,No,0
799438,29,113471,358,35971,12,Self-Employed,Married,2,Yes,No,0
965264,24,84946,494,30954,24,Self-Employed,Married,1,Yes,No,1
675581,34,118989,788,29423,60,Self-Employed,Divorced,2,Yes,Yes,0
178781,57,104080,456,35391,12,Salaried,Divorced,1,Yes,No,0
291475,54,141719,525,19330,12,Unemployed,Divorced,4,Yes,Yes,1
260196,31,81332,711,9891,36,Salaried,Divorced,3,No,No,0
326507,61,97794,504,9992,24,Salaried,Single,1,No,No,0
406063,23,50841,378,6961,36,Salaried,Married,3,Yes,No,0
864121,48,144447,423,17497,24,Salaried,Married,3,No,No,0
876665,49,140029,770,37551,48,Salaried,Married,1,No,Yes,0
790607,29,68758,517,15848,36,Self-Employed,Single,4,No,No,0
221172,23,134726,815,18255,36,Self-Employed,Divorced,0,No,Yes,1
456902,45,96272,403,9567,60,Unemployed,Married,3,Yes,No,1
584963,54,57643,692,44281,36,Salaried,Divorced,3,Yes,Yes,0
555968,32,70408,733,25389,24,Unemployed,Divorced,4,Yes,No,0
418717,62,63950,630,49523,60,Self-Employed,Single,4,No,No,0
159101,29,76849,442,48919,36,Self-Employed,Single,2,No,Yes,1
595972,35,120500,839,21567,36,Self-Employed,Divorced,4,Yes,Yes,0
388790,60,48044,577,8358,48,Salaried,Married,3,Yes,Yes,1
990617,45,125469,532,27999,36,Salaried,Married,1,No,Yes,1
647337,25,145588,828,47358,12,Self-Employed,Single,0,Yes,No,0
834965,31,35997,389,15988,60,Unemployed,Single,2,Yes,Yes,1
460260,54,99751,791,45446,12,Unemployed,Single,1,No,Yes,1
983811,44,118605,498,36521,60,Self-Employed,Single,0,No,Yes,1
692673,35,43911,661,10698,48,Unemployed,Single,0,Yes,No,0
750419,58,75533,740,6273,36,Self-Employed,Single,0,No,No,0
533374,28,102566,325,32543,36,Unemployed,Single,1,Yes,No,1
820777,25,114870,324,36349,36,Self-Employed,Married,2,No,No,1
647577,46,34571,693,16241,60,Unemployed,Single,2,No,Yes,1
472370,38,128255,806,14497,36,Salaried,Single,0,Yes,No,0
987225,26,149226,600,46875,12,Self-Employed,Married,1,No,Yes,1
371967,57,114463,638,37703,36,Self-Employed,Married,0,Yes,No,0
291232,33,77941,566,49041,48,Unemployed,Divorced,4,No,Yes,1
404119,48,78005,760,36954,12,Self-Employed,Single,2,Yes,Yes,0
109540,25,106250,755,13002,36,Self-Employed,Single,3,No,Yes,0
640652,33,78712,659,9247,36,Self-Employed,Single,0,No,Yes,1
497827,37,63541,367,46988,24,Salaried,Single,4,Yes,Yes,1
651951,60,43387,711,26698,60,Salaried,Divorced,2,No,No,0
151991,52,113980,790,24738,12,Unemployed,Married,1,Yes,Yes,1
288751,49,68908,348,15703,24,Salaried,Married,2,No,Yes,1
466326,23,105457,401,22570,48,Unemployed,Single,1,No,Yes,1
786337,60,33057,515,17392,60,Salaried,Single,1,Yes,Yes,1
718992,54,84028,737,49724,12,Unemployed,Single,0,No,No,0
149115,60,130804,458,37299,36,Salaried,Divorced,0,No,No,1
453151,47,139246,788,20641,12,Salaried,Divorced,2,Yes,Yes,0
843583,33,75731,541,18998,36,Unemployed,Married,4,No,Yes,1
291962,53,44858,304,11305,60,Self-Employed,Single,2,Yes,Yes,1
821747,26,68689,660,37726,36,Self-Employed,Single,3,Yes,Yes,0
249143,44,64638,758,23782,48,Salaried,Single,1,Yes,No,0
814635,39,111598,547,17721,36,Unemployed,Single,1,No,No,1
636226,36,122386,721,44763,48,Self-Employed,Divorced,0,No,Yes,0
453824,60,66486,314,17427,60,Unemployed,Married,4,Yes,Yes,1
104000,48,40567,421,25566,60,Self-Employed,Married,0,No,Yes,1
825948,53,49739,576,7230,12,Unemployed,Divorced,3,Yes,Yes,1
987474,61,77804,752,11511,48,Salaried,Single,2,No,Yes,0
455754,33,128821,689,47229,48,Unemployed,Married,2,Yes,No,0
351492,63,23754,593,31177,24,Self-Employed,Married,4,Yes,No,1
990123,45,47044,745,9765,24,Salaried,Divorced,0,No,Yes,0
599522,62,87260,509,25354,24,Unemployed,Single,0,Yes,No,1
591072,56,86912,601,28929,36,Self-Employed,Married,3,Yes,No,0
138304,47,145623,522,33820,24,Salaried,Single,2,No,No,0
604999,58,28706,302,34523,48,Unemployed,Married,0,Yes,Yes,1
431593,27,28894,817,10552,36,Self-Employed,Divorced,4,Yes,No,0
707274,25,38037,392,5627,60,Unemployed,Single,2,No,No,1
251836,63,103986,819,16989,12,Unemployed,Divorced,3,Yes,Yes,1
208940,51,101942,727,18780,24,Salaried,Married,4,Yes,No,0
924926,43,71612,792,11589,60,Salaried,Divorced,1,Yes,Yes,1
365517,62,49725,534,39812,48,Self-Employed,Divorced,3,Yes,No,0
767521,30,25926,460,33128,12,Salaried,Divorced,4,Yes,Yes,1
721820,52,124555,630,43652,60,Self-Employed,Married,0,Yes,Yes,0
979090,63,29496,632,32790,12,Unemployed,Single,1,Yes,No,1
485777,50,76447,349,45953,24,Unemployed,Divorced,3,Yes,No,1
724674,59,121604,822,5249,48,Self-Employed,Single,0,No,Yes,1
651638,51,49806,791,24309,12,Unemployed,Married,1,Yes,Yes,1
717296,38,108199,571,30901,60,Salaried,Single,2,Yes,No,0
980729,56,61321,551,28576,24,Unemployed,Divorced,0,No,No,1
649639,22,142041,389,36508,24,Salaried,Divorced,4,Yes,No,1
712956,34,122031,745,14175,60,Self-Employed,Divorced,3,Yes,No,0
738873,33,85095,631,30464,60,Self-Employed,Divorced,1,Yes,Yes,0
437497,49,42656,438,21260,12,Unemployed,Divorced,0,Yes,Yes,1
307869,32,75147,656,40440,36,Unemployed,Divorced,2,Yes,Yes,1
165953,59,111396,573,34546,24,Salaried,Married,3,Yes,No,0
943890,22,69666,318,45047,12,Salaried,Married,3,No,No,1
600328,52,102368,610,46430,60,Unemployed,Married,0,No,Yes,1
906790,33,58787,453,6987,12,Unemployed,Single,2,No,Yes,1
103267,47,133767,689,30105,60,Self-Employed,Single,1,No,Yes,0
182745,61,82946,559,17948,48,Self-Employed,Married,0,No,Yes,1
976020,37,41727,424,18026,60,Self-Employed,Single,1,Yes,Yes,1
924945,60,128351,653,7773,60,Unemployed,Single,3,Yes,Yes,1
257164,51,115081,572,14878,60,Unemployed,Divorced,1,Yes,No,1
635626,54,142721,544,47946,36,Unemployed,Divorced,2,Yes,Yes,1
231484,44,130058,749,15377,60,Self-Employed,Single,4,Yes,Yes,0
631831,55,88056,546,12347,24,Unemployed,Single,2,No,Yes,1
992323,26,23081,819,38776,24,Salaried,Married,1,No,Yes,1
160692,39,54196,440,8783,12,Unemployed,Single,0,Yes,Yes,1
320156,50,56735,661,9298,36,Unemployed,Divorced,3,Yes,Yes,1
323992,27,124749,307,9668,12,Unemployed,Single,4,Yes,Yes,1
616771,30,100102,777,25671,24,Unemployed,Married,0,No,No,0
930857,61,99578,651,39820,24,Unemployed,Divorced,0,No,Yes,1
663044,52,45498,794,39484,48,Salaried,Divorced,2,Yes,No,0
643176,54,96865,726,38078,60,Salaried,Divorced,1,No,No,0
791095,48,51656,338,25922,24,Unemployed,Divorced,2,Yes,No,1
933727,35,87695,486,39028,12,Self-Employed,Single,1,No,Yes,1
214352,50,57900,392,25316,12,Unemployed,Married,2,No,Yes,1
969474,57,148392,385,16460,60,Unemployed,Single,0,Yes,Yes,1
185999,49,137235,343,21968,60,Unemployed,Single,3,No,Yes,1
117955,42,104899,436,35266,48,Self-Employed,Divorced,1,No,Yes,1
924273,24,67701,720,35209,36,Self-Employed,Married,4,Yes,Yes,1
170640,40,128777,373,29000,12,Self-Employed,Divorced,4,No,Yes,1
296582,52,39033,847,19011,60,Salaried,Single,0,Yes,Yes,0
844086,56,143193,811,7866,12,Self-Employed,Single,2,No,Yes,0
500573,24,30805,455,10898,60,Salaried,Divorced,2,Yes,Yes,1
525695,47,55851,554,23395,24,Salaried,Single,0,Yes,No,0
161476,37,46832,470,44019,12,Self-Employed,Single,4,No,Yes,1
406955,32,83437,469,42707,24,Self-Employed,Divorced,4,No,Yes,1
267280,42,135725,621,9006,12,Self-Employed,Single,2,Yes,Yes,0
775510,37,33944,755,39393,36,Salaried,Married,1,No,No,0
695468,30,39873,454,15956,48,Unemployed,Divorced,3,No,Yes,1
798646,21,60372,648,35663,24,Self-Employed,Married,1,No,Yes,1
737144,42,109464,750,11078,60,Self-Employed,Single,4,Yes,No,0
954882,46,35379,472,34631,36,Self-Employed,Single,1,Yes,Yes,1
514568,38,137322,309,35140,12,Salaried,Divorced,3,Yes,No,0
286141,34,56751,564,46691,24,Salaried,Single,1,No,No,1
998320,49,120082,737,8961,12,Unemployed,Divorced,1,No,No,0
734736,32,109822,546,34277,12,Self-Employed,Divorced,1,Yes,No,1
638685,56,25110,845,46574,12,Salaried,Divorced,1,Yes,Yes,1
278031,55,74341,798,36417,48,Unemployed,Divorced,0,No,No,0
219180,32,32087,428,27484,48,Self-Employed,Divorced,4,No,No,1
166234,27,43762,626,23103,60,Salaried,Married,3,No,Yes,1
664242,49,135812,703,34345,24,Self-Employed,Divorced,4,No,Yes,1
278352,31,102617,658,44454,36,Self-Employed,Married,0,Yes,Yes,0
179459,53,120483,316,6587,36,Salaried,Single,0,No,No,0
509995,26,29596,573,47571,36,Salaried,Divorced,0,No,Yes,1
295004,35,123555,415,26031,12,Salaried,Single,0,Yes,No,0
566152,52,127539,390,31212,48,Self-Employed,Divorced,1,Yes,No,0
825256,31,38313,381,15350,24,Self-Employed,Married,4,No,Yes,1
159163,43,133175,623,23816,12,Unemployed,Married,2,Yes,Yes,1
575853,46,86549,413,25288,48,Self-Employed,Married,3,No,Yes,1
151934,54,134914,357,34432,48,Salaried,Single,0,No,Yes,1
820255,54,43705,453,49222,24,Self-Employed,Divorced,4,Yes,Yes,1
525523,49,87364,703,11837,24,Unemployed,Single,0,Yes,Yes,1
940530,24,93445,565,39217,24,Unemployed,Married,0,No,No,1
554137,37,123892,614,25884,12,Salaried,Single,0,Yes,No,0
105486,55,98645,340,10454,60,Salaried,Married,0,No,Yes,1
239407,33,22023,404,14424,24,Unemployed,Married,0,No,No,1
973332,61,139654,492,41885,60,Unemployed,Married,3,No,No,1
750308,59,79796,700,46637,12,Unemployed,Divorced,4,Yes,No,1
727083,35,100073,577,48618,60,Salaried,Divorced,0,No,No,0
320184,49,112197,653,23412,36,Unemployed,Married,0,No,No,0
766490,49,84429,555,44613,60,Unemployed,Single,0,No,No,1
449652,31,124195,398,25142,24,Salaried,Single,0,Yes,Yes,1
861315,52,81627,581,42392,12,Self-Employed,Divorced,1,No,Yes,1
742612,22,53848,702,13848,24,Self-Employed,Married,1,No,Yes,0
422710,34,57804,408,18136,36,Unemployed,Single,2,No,No,1
297775,40,35379,498,5589,24,Self-Employed,Married,0,Yes,Yes,1
389336,42,79664,602,25908,24,Self-Employed,Single,2,No,Yes,0
887494,31,47766,626,11509,24,Self-Employed,Divorced,3,No,Yes,1
708364,47,129126,453,45461,48,Self-Employed,Married,2,Yes,No,0
189780,23,88099,704,47222,36,Unemployed,Married,4,Yes,Yes,1
252617,37,56060,761,49476,24,Self-Employed,Single,1,No,No,0
645977,64,114733,431,14968,24,Self-Employed,Single,1,No,Yes,1
897606,48,89122,383,7462,24,Salaried,Single,0,No,Yes,1
450605,49,36087,698,14460,12,Unemployed,Married,0,Yes,Yes,1
989465,41,68868,408,38783,48,Salaried,Divorced,3,Yes,No,0
633636,36,139119,520,14275,12,Salaried,Divorced,3,No,No,0
138102,57,43225,667,33677,48,Unemployed,Single,4,Yes,No,1
174460,40,115286,446,18269,24,Self-Employed,Divorced,0,No,No,0
464778,26,26643,411,5406,36,Salaried,Single,0,No,No,1
189930,39,113059,793,12384,60,Unemployed,Divorced,3,Yes,Yes,1
631089,25,56727,804,27553,60,Self-Employed,Married,3,No,Yes,0
727438,23,31005,774,29366,24,Unemployed,Single,3,Yes,No,1
827627,21,129079,570,49036,12,Salaried,Divorced,1,Yes,No,1
279208,58,85697,720,22369,36,Self-Employed,Married,2,No,Yes,0
254697,35,36029,666,16795,48,Self-Employed,Divorced,2,Yes,No,0
313945,54,135281,579,9485,24,Unemployed,Married,0,No,Yes,1
331915,55,34226,582,46669,36,Self-Employed,Married,1,Yes,No,1
827952,45,83646,339,7618,36,Salaried,Divorced,3,No,Yes,1
308124,44,80603,488,35143,48,Salaried,Divorced,0,No,No,0
537477,32,48731,463,34425,36,Salaried,Married,1,No,No,0
625830,38,129458,835,27673,12,Unemployed,Married,4,Yes,Yes,1
383821,35,130384,835,14603,12,Self-Employed,Married,1,No,Yes,0
277804,64,88926,303,44696,12,Self-Employed,Single,0,Yes,No,0
805703,36,25997,589,10368,36,Self-Employed,Married,2,Yes,No,0
139081,47,75506,732,9621,12,Salaried,Single,3,Yes,Yes,0
818216,28,98229,770,19719,48,Self-Employed,Married,4,Yes,No,0
455249,45,69815,480,34227,36,Salaried,Single,1,Yes,Yes,1
319930,37,62092,547,48894,60,Self-Employed,Married,0,No,Yes,1
905497,49,82539,578,12566,36,Salaried,Married,0,Yes,No,1
617313,28,86077,553,17306,48,Self-Employed,Married,3,No,Yes,1
314532,35,41817,480,29042,60,Unemployed,Divorced,0,No,Yes,1
712380,47,57861,808,20086,36,Unemployed,Divorced,0,Yes,No,1
619332,27,33428,625,22387,12,Salaried,Married,3,No,Yes,1
416837,23,63934,656,32042,24,Salaried,Single,4,No,Yes,1
389106,49,135555,690,28888,24,Self-Employed,Single,2,Yes,Yes,0
128295,64,134367,384,31514,12,Self-Employed,Married,2,No,Yes,1
113807,44,30258,616,23323,24,Unemployed,Divorced,1,Yes,No,1
535564,23,77775,511,23019,24,Self-Employed,Single,4,Yes,Yes,1
257504,40,101580,814,14890,12,Salaried,Divorced,1,Yes,No,0
338067,35,114947,683,45863,12,Salaried,Single,2,No,Yes,0
585008,45,25469,641,15283,36,Salaried,Married,3,No,No,0
792440,50,48854,337,23279,36,Salaried,Divorced,0,No,Yes,1
494540,34,26256,810,27908,12,Salaried,Single,2,No,No,0
977699,27,144086,719,42952,48,Unemployed,Married,4,Yes,Yes,1
617923,37,96256,468,40170,24,Unemployed,Married,2,Yes,Yes,1
266981,64,53937,642,42663,36,Salaried,Married,4,No,Yes,0
844699,40,119134,605,49172,24,Self-Employed,Divorced,4,Yes,Yes,1
119870,56,21651,841,14343,60,Salaried,Divorced,4,No,No,0
303196,29,70288,836,15637,12,Unemployed,Married,1,Yes,No,0
348683,58,104730,411,39724,48,Salaried,Divorced,3,Yes,Yes,1
334677,42,45051,710,44791,60,Unemployed,Single,2,Yes,No,0
126790,22,47386,505,34134,60,Unemployed,Married,3,Yes,Yes,1
743162,44,95054,484,8907,60,Salaried,Married,0,Yes,Yes,1
911721,28,131562,681,38575,12,Salaried,Divorced,2,No,No,0
548345,31,36184,795,9827,36,Self-Employed,Married,3,No,No,0
849074,33,53787,678,35607,12,Unemployed,Single,3,Yes,No,0
587462,37,41621,346,18699,36,Self-Employed,Divorced,0,No,Yes,1
639773,28,95564,827,42292,60,Salaried,Divorced,4,Yes,Yes,1
930914,41,97984,803,30883,60,Unemployed,Married,2,Yes,No,0
186188,38,79792,321,10313,48,Self-Employed,Married,2,Yes,Yes,1
629036,50,65253,512,18598,36,Self-Employed,Married,0,Yes,No,0
842129,38,54051,609,33807,60,Self-Employed,Divorced,4,No,No,0
764795,51,69811,571,9887,24,Salaried,Married,2,Yes,No,0
890141,58,50447,501,8854,48,Salaried,Single,2,No,No,0
